title,release_date,budget,revenue,roi,year,lista_generos
Sweet Charity,1969-01-01,8000000,20000000,2.5,1969,"['Comedy', 'Drama', 'Music', 'Romance']"
Inherent Vice,2014-12-25,20000000,11110975,0.55554875,2014,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']"
Doogal,2006-02-24,0,0,0.0,2006,['Family']
Battle of the Year,2013-09-21,20000000,16549477,0.82747385,2013,"['Music', 'Drama']"
An American Carol,2008-10-03,20000000,7000000,0.35,2008,"['Comedy', 'Fantasy']"
Machete Kills,2013-09-12,12000000,15008161,1.2506800833333334,2013,"['Action', 'Crime', 'Thriller']"
Willard,2003-03-14,22000000,0,0.0,2003,['Horror']
Strange Wilderness,2008-02-01,0,6575282,0.0,2008,['Comedy']
Topsy-Turvy,1999-09-03,0,0,0.0,1999,"['Comedy', 'Drama', 'Music']"
Little Boy,2015-04-23,20000000,6420319,0.32101595,2015,"['Comedy', 'Drama', 'War']"
A Dangerous Method,2011-09-30,15000000,27462041,1.8308027333333334,2011,"['Drama', 'Thriller']"
A Scanner Darkly,2006-05-25,8700000,7659918,0.8804503448275862,2006,"['Animation', 'Science Fiction', 'Thriller']"
Chasing Mavericks,2012-10-25,0,0,0.0,2012,['Drama']
Alone in the Dark,2005-01-28,20000000,10442808,0.5221404,2005,"['Action', 'Fantasy', 'Horror', 'Thriller']"
Bandslam,2009-08-06,20000000,5210988,0.2605494,2009,"['Comedy', 'Drama', 'Family', 'Music']"
Birth,2004-09-08,20000000,0,0.0,2004,"['Drama', 'Mystery', 'Thriller']"
A Most Violent Year,2014-12-30,20000000,12007070,0.6003535,2014,"['Crime', 'Drama', 'Thriller']"
Passchendaele,2008-10-17,0,0,0.0,2008,"['Drama', 'Romance', 'War', 'History']"
Flash of Genius,2008-09-07,0,0,0.0,2008,['Drama']
I'm Not There.,2007-10-01,20000000,4001121,0.20005605,2007,"['Drama', 'Music']"
The Cold Light of Day,2012-04-04,20000000,16863583,0.84317915,2012,"['Action', 'Thriller']"
The Brothers Bloom,2008-09-09,20000000,5530764,0.2765382,2008,"['Adventure', 'Comedy', 'Drama', 'Romance']"
"Synecdoche, New York",2008-10-24,21000000,0,0.0,2008,['Drama']
Princess Mononoke,1997-07-12,26500000,159375308,6.014162566037736,1997,"['Adventure', 'Fantasy', 'Animation']"
Bon voyage,2003-04-16,0,0,0.0,2003,"['Comedy', 'Drama', 'Foreign']"
Can't Stop the Music,1980-06-20,0,0,0.0,1980,"['Comedy', 'Music']"
The Proposition,2005-10-06,2000000,5048693,2.5243465,2005,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']"
My All American,2015-11-13,20000000,0,0.0,2015,['Drama']
Marci X,2003-08-22,20000000,1675706,0.0837853,2003,['Comedy']
Equilibrium,2002-12-06,20000000,5359645,0.26798225,2002,"['Action', 'Science Fiction', 'Thriller']"
The Children of Huang Shi,2008-07-03,40000000,7400000,0.185,2008,"['Drama', 'War']"
The Yards,2000-04-27,0,0,0.0,2000,"['Drama', 'Action', 'Thriller', 'Crime']"
The Oogieloves in the Big Balloon Adventure,2012-08-29,0,0,0.0,2012,['Family']
By the Sea,2015-11-12,10000000,3727746,0.3727746,2015,"['Drama', 'Romance']"
Steamboy,2004-07-17,20000000,0,0.0,2004,"['Animation', 'Fantasy', 'Science Fiction']"
The Game of Their Lives,2005-01-01,0,0,0.0,2005,['Drama']
All Good Things,2010-12-03,0,0,0.0,2010,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']"
Rapa Nui,1994-09-09,20000000,305070,0.0152535,1994,['Adventure']
CJ7,2008-01-30,0,47301471,0.0,2008,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']"
The Visitors II: The Corridors of Time,1998-02-11,0,0,0.0,1998,"['Comedy', 'Fantasy']"
Dylan Dog: Dead of Night,2011-03-16,20000000,4634062,0.2317031,2011,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
People I Know,2002-11-21,20000000,0,0.0,2002,"['Drama', 'Thriller']"
The Tempest,2010-12-10,20000000,346594,0.0173297,2010,"['Drama', 'Fantasy']"
Regression,2015-10-01,0,17671101,0.0,2015,"['Horror', 'Mystery', 'Thriller']"
Three Kingdoms: Resurrection of the Dragon,2008-04-03,0,0,0.0,2008,"['Action', 'History', 'Drama']"
Butterfly on a Wheel,2007-07-27,20000000,0,0.0,2007,"['Crime', 'Drama', 'Thriller']"
Zambezia,2012-06-05,20000000,0,0.0,2012,"['Comedy', 'Animation', 'Adventure', 'Family']"
Ramanujan,2014-07-11,0,0,0.0,2014,"['Drama', 'History']"
Dwegons,2014-01-24,0,0,0.0,2014,['Animation']
Hands of Stone,2016-08-26,20000000,0,0.0,2016,['Drama']
Survivor,2015-05-21,20000000,0,0.0,2015,['Thriller']
The Frozen Ground,2013-07-18,27220000,5496951,0.20194529757531227,2013,"['Thriller', 'Crime']"
The Painted Veil,2006-12-09,19400000,0,0.0,2006,"['Drama', 'Romance']"
The Baader Meinhof Complex,2008-09-24,27000000,0,0.0,2008,"['Action', 'Crime', 'Drama', 'History', 'Thriller']"
Dances with Wolves,1990-11-09,22000000,424208848,19.282220363636362,1990,"['Adventure', 'Drama', 'Western']"
Bad Teacher,2011-05-16,20000000,216197492,10.8098746,2011,['Comedy']
Sea of Love,1989-09-15,19000000,110879513,5.835763842105263,1989,"['Drama', 'Crime', 'Mystery']"
A Cinderella Story,2004-07-10,19000000,70067909,3.687784684210526,2004,['Comedy']
Scream,1996-12-20,14000000,173046663,12.360475928571429,1996,"['Crime', 'Horror', 'Mystery']"
Thir13en Ghosts,2001-10-26,0,0,0.0,2001,"['Horror', 'Thriller']"
The Shining,1980-05-22,19000000,44017374,2.316703894736842,1980,"['Horror', 'Thriller']"
Back to the Future,1985-07-03,19000000,381109762,20.05840852631579,1985,"['Adventure', 'Comedy', 'Science Fiction', 'Family']"
House on Haunted Hill,1999-10-29,19000000,40846082,2.149793789473684,1999,"['Horror', 'Mystery', 'Thriller']"
I Can Do Bad All By Myself,2009-09-11,0,0,0.0,2009,"['Drama', 'Comedy']"
Fight Valley,2016-07-22,27000000,0,0.0,2016,"['Action', 'Drama']"
The Switch,2010-05-11,19000000,49830607,2.6226635263157894,2010,"['Comedy', 'Romance', 'Drama']"
Just Married,2003-01-09,18000000,101564935,5.642496388888889,2003,['Comedy']
The Devil's Double,2011-02-11,19100000,5728213,0.2999064397905759,2011,"['Drama', 'Action', 'Thriller', 'Crime', 'War']"
Thomas and the Magic Railroad,2000-07-26,0,0,0.0,2000,"['Animation', 'Drama', 'Family', 'Science Fiction']"
The Crazies,2010-02-26,20000000,54956140,2.747807,2010,"['Mystery', 'Horror', 'Action']"
Spirited Away,2001-07-20,15000000,274925095,18.32833966666667,2001,"['Fantasy', 'Adventure', 'Animation', 'Family']"
Firestorm,2013-12-12,0,0,0.0,2013,"['Action', 'Crime']"
The Bounty,1984-05-04,25000000,8613462,0.34453848,1984,"['Action', 'Drama', 'History']"
The Book Thief,2013-11-08,0,76586316,0.0,2013,['Drama']
Sex Drive,2008-10-16,19000000,18755936,0.9871545263157895,2008,"['Comedy', 'Adventure', 'Romance']"
Leap Year,2010-01-08,19000000,29922472,1.5748669473684211,2010,"['Romance', 'Comedy']"
The Fall of the Roman Empire,1964-03-24,19000000,4750000,0.25,1964,"['Drama', 'History']"
Take Me Home Tonight,2011-03-04,19000000,6928068,0.3646351578947368,2011,"['Comedy', 'Drama', 'Romance']"
Won't Back Down,2012-09-28,0,5310554,0.0,2012,['Drama']
The Nutcracker,1993-11-24,19000000,2119994,0.11157863157894737,1993,"['Family', 'Fantasy', 'Music']"
Kansas City,1996-08-16,18000000,0,0.0,1996,"['Thriller', 'Drama', 'Music', 'Crime']"
Indignation,2016-07-29,0,0,0.0,2016,['Drama']
The Amityville Horror,2005-04-15,19000000,108047131,5.686691105263158,2005,"['Horror', 'Thriller', 'Drama']"
Adaptation.,2002-12-06,19000000,32801173,1.7263775263157894,2002,"['Comedy', 'Crime', 'Drama']"
Land of the Dead,2005-06-24,15000000,46770602,3.1180401333333334,2005,['Horror']
Out of Inferno,2013-03-10,0,0,0.0,2013,['Action']
Fear and Loathing in Las Vegas,1998-05-22,18500000,10680275,0.5773121621621622,1998,"['Adventure', 'Drama', 'Comedy']"
The Invention of Lying,2009-09-13,18500000,31912793,1.7250158378378377,2009,"['Comedy', 'Romance', 'Fantasy']"
Neighbors,2014-05-08,18000000,268157400,14.897633333333333,2014,['Comedy']
The Mask,1994-07-29,23000000,351583407,15.286235086956522,1994,"['Romance', 'Comedy', 'Crime', 'Fantasy']"
Big,1988-06-03,18000000,151668774,8.426043,1988,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,18000000,261572744,14.531819111111112,2006,['Comedy']
Legally Blonde,2001-07-13,18000000,141774679,7.8763710555555555,2001,['Comedy']
Star Trek III: The Search for Spock,1984-05-31,18000000,87000000,4.833333333333333,1984,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
The Exorcism of Emily Rose,2005-09-09,19000000,144216468,7.590340421052631,2005,"['Crime', 'Drama', 'Horror', 'Thriller']"
Deuce Bigalow: Male Gigolo,1999-12-10,17000000,65535067,3.8550039411764705,1999,['Comedy']
Left Behind,2014-10-03,16000000,19682924,1.23018275,2014,"['Thriller', 'Action', 'Science Fiction']"
The Family Stone,2005-12-14,0,0,0.0,2005,"['Comedy', 'Drama', 'Romance']"
Barbershop 2:  Back in Business,2004-01-20,18000000,65070412,3.615022888888889,2004,"['Comedy', 'Drama']"
Bad Santa,2003-11-26,23000000,76488889,3.3256038695652173,2003,"['Drama', 'Comedy', 'Crime']"
Austin Powers: International Man of Mystery,1997-05-02,16500000,67683989,4.102059939393939,1997,"['Science Fiction', 'Comedy', 'Crime']"
My Big Fat Greek Wedding 2,2016-03-23,18000000,88923251,4.940180611111111,2016,"['Romance', 'Comedy', 'Family']"
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,21000000,72417394,3.448447333333333,2011,"['Family', 'Comedy']"
Predator,1987-06-11,18000000,98235548,5.457530444444444,1987,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Amadeus,1984-10-26,18000000,51973029,2.8873905,1984,"['Drama', 'History', 'Music']"
Prom Night,2008-04-10,0,14796236,0.0,2008,"['Crime', 'Horror']"
Mean Girls,2004-04-30,17000000,129042871,7.590757117647059,2004,['Comedy']
Under the Tuscan Sun,2003-04-30,0,0,0.0,2003,"['Comedy', 'Drama', 'Romance']"
Gosford Park,2001-11-07,19800000,87754044,4.432022424242424,2001,"['Drama', 'Mystery', 'Thriller']"
Peggy Sue Got Married,1986-10-05,18000000,41382841,2.299046722222222,1986,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Birdman,2014-08-27,18000000,103215094,5.734171888888889,2014,"['Drama', 'Comedy']"
Blue Jasmine,2013-07-25,18000000,99206215,5.511456388888889,2013,"['Comedy', 'Drama']"
United 93,2006-04-28,15000000,76286096,5.085739733333333,2006,"['Drama', 'History', 'Crime', 'Thriller', 'Action']"
Honey,2003-11-24,18000000,62646763,3.480375722222222,2003,"['Romance', 'Music', 'Family']"
Spy Hard,1996-05-24,18000000,0,0.0,1996,"['Action', 'Comedy']"
The Fog,1980-02-08,1000000,21378361,21.378361,1980,['Horror']
Soul Surfer,2011-04-08,18000000,47088990,2.616055,2011,"['Action', 'Drama']"
Catch-22,1970-06-24,18000000,24911670,1.3839816666666667,1970,"['War', 'Comedy', 'Drama']"
Observe and Report,2009-04-10,0,24007324,0.0,2009,"['Comedy', 'Crime', 'Drama']"
Conan the Destroyer,1984-06-29,18000000,100000000,5.555555555555555,1984,"['Adventure', 'Fantasy', 'Action']"
Raging Bull,1980-11-14,18000000,23000000,1.2777777777777777,1980,['Drama']
Love Happens,2009-09-18,18000000,36133014,2.0073896666666666,2009,"['Drama', 'Romance']"
Young Sherlock Holmes,1985-12-04,18000000,0,0.0,1985,"['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Thriller']"
Fame,2009-01-01,0,0,0.0,2009,"['Music', 'Comedy', 'Drama', 'Romance']"
127 Hours,2010-11-05,18000000,35692920,1.98294,2010,"['Adventure', 'Drama', 'Thriller']"
Small Time Crooks,2000-05-19,0,0,0.0,2000,"['Action', 'Comedy', 'Crime']"
Center Stage,2000-05-12,18000000,17200925,0.9556069444444445,2000,"['Drama', 'Music']"
Love the Coopers,2015-11-12,17000000,24000000,1.411764705882353,2015,"['Comedy', 'Family']"
Catch That Kid,2004-02-06,18000000,16702864,0.9279368888888889,2004,"['Family', 'Action', 'Adventure']"
Life as a House,2001-10-25,18000000,0,0.0,2001,['Drama']
Steve Jobs,2015-10-09,30000000,34441873,1.1480624333333334,2015,"['Drama', 'History']"
"I Love You, Beth Cooper",2009-07-10,18000000,0,0.0,2009,"['Comedy', 'Romance']"
Youth in Revolt,2009-09-11,18000000,0,0.0,2009,"['Drama', 'Comedy', 'Romance']"
The Legend of the Lone Ranger,1981-08-20,18000000,2945600,0.16364444444444445,1981,"['Action', 'Adventure', 'Romance', 'Western']"
The Tailor of Panama,2001-02-11,21000000,28008462,1.3337362857142858,2001,"['Drama', 'Thriller']"
Blow Out,1981-07-24,18000000,12000000,0.6666666666666666,1981,"['Drama', 'Mystery', 'Thriller']"
Getaway,2013-08-29,18000000,10501938,0.583441,2013,"['Action', 'Crime']"
The Ice Storm,1997-09-27,18000000,8038061,0.44655894444444444,1997,['Drama']
And So It Goes,2014-07-20,18000000,25312387,1.4062437222222222,2014,"['Comedy', 'Drama', 'Romance']"
Troop Beverly Hills,1989-03-22,0,0,0.0,1989,"['Adventure', 'Comedy', 'Family']"
Being Julia,2004-09-03,0,0,0.0,2004,"['Comedy', 'Drama', 'Romance']"
Nine 1/2 Weeks,1986-02-14,17000000,6735922,0.39623070588235293,1986,"['Drama', 'Romance']"
Dragonslayer,1981-06-26,18000000,14110013,0.7838896111111111,1981,['Fantasy']
The Last Station,2009-09-04,0,0,0.0,2009,"['Drama', 'Romance']"
Ed Wood,1994-09-27,18000000,5887457,0.32708094444444447,1994,"['Comedy', 'Drama', 'History']"
Labor Day,2013-12-27,18000000,20275812,1.126434,2013,['Drama']
Mongol: The Rise of Genghis Khan,2007-09-20,18000000,26527510,1.4737505555555555,2007,['History']
RockNRolla,2008-09-04,18000000,25739015,1.4299452777777777,2008,"['Action', 'Crime', 'Thriller']"
Megaforce,1982-06-25,0,0,0.0,1982,"['Adventure', 'Action', 'Science Fiction']"
Hamlet,1996-12-25,0,0,0.0,1996,['Drama']
Mao's Last Dancer,2009-10-01,25000000,20719451,0.82877804,2009,"['Drama', 'Romance']"
Midnight Special,2016-02-18,18000000,6212282,0.3451267777777778,2016,"['Adventure', 'Drama', 'Science Fiction']"
Anything Else,2003-08-27,0,0,0.0,2003,"['Comedy', 'Romance']"
The Railway Man,2013-12-26,18000000,22309223,1.2394012777777779,2013,"['Drama', 'History']"
The White Ribbon,2009-05-21,15238800,0,0.0,2009,"['Crime', 'Drama', 'Mystery']"
Restoration,2016-05-03,0,0,0.0,2016,['Horror']
The Wraith,1986-11-21,2700000,3500000,1.2962962962962963,1986,"['Romance', 'Science Fiction', 'Horror', 'Action', 'Crime']"
Salton Sea,2002-01-01,18000000,676698,0.037594333333333334,2002,"['Drama', 'Mystery', 'Thriller']"
Metallica: Through the Never,2013-09-25,18000000,7972967,0.4429426111111111,2013,['Music']
The Informers,2008-11-05,18000000,382174,0.02123188888888889,2008,['Drama']
Carlos,2010-05-19,18000000,871279,0.048404388888888886,2010,"['Crime', 'Drama', 'Thriller', 'History']"
I Come with the Rain,2009-05-14,18000000,0,0.0,2009,"['Thriller', 'Drama']"
One Man's Hero,1999-08-02,0,0,0.0,1999,"['Western', 'Action', 'Drama', 'History']"
Day of the Dead,1985-07-19,3500000,34000000,9.714285714285714,1985,"['Horror', 'Science Fiction']"
I Am Wrath,2016-04-14,18000000,0,0.0,2016,"['Action', 'Crime', 'Drama', 'Thriller']"
Renaissance,2006-03-16,18000000,1831348,0.10174155555555556,2006,"['Action', 'Animation', 'Science Fiction']"
Red Sonja,1985-04-09,17900000,6948633,0.3881917877094972,1985,"['Adventure', 'Fantasy', 'Action']"
Red Lights,2012-03-02,14000000,13551174,0.967941,2012,['Thriller']
Superbad,2007-08-17,20000000,121463226,6.0731613,2007,['Comedy']
Madea Goes to Jail,2009-02-16,0,90508336,0.0,2009,"['Comedy', 'Crime', 'Drama']"
Wolves,2014-08-28,18000000,0,0.0,2014,"['Horror', 'Action']"
Step Up 2: The Streets,2008-02-14,23000000,150816700,6.557247826086956,2008,"['Music', 'Drama', 'Romance']"
Hoodwinked!,2005-12-16,15000000,51053787,3.4035858,2005,"['Animation', 'Comedy', 'Family']"
Hotel Rwanda,2004-09-11,17500000,38000000,2.1714285714285713,2004,"['Drama', 'History', 'War']"
Hitman,2007-11-21,24000000,99965753,4.165239708333333,2007,"['Action', 'Crime', 'Drama', 'Thriller']"
Black Nativity,2013-11-27,17500000,7018189,0.40103937142857143,2013,"['Drama', 'Music']"
The Prince,2014-08-22,18000000,266586800,14.810377777777777,2014,"['Thriller', 'Action']"
City of Ghosts,2002-01-01,0,0,0.0,2002,['Thriller']
The Others,2001-08-02,0,0,0.0,2001,"['Horror', 'Drama', 'Mystery', 'Thriller']"
Aliens,1986-07-18,18500000,183316455,9.908997567567567,1986,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
My Fair Lady,1964-10-21,17000000,72070731,4.239454764705882,1964,"['Drama', 'Family', 'Music', 'Romance']"
I Know What You Did Last Summer,1997-10-17,17000000,125586134,7.387419647058824,1997,"['Horror', 'Thriller', 'Mystery']"
Let's Be Cops,2014-08-13,17000000,136621271,8.036545352941177,2014,['Comedy']
Sideways,2004-10-22,16000000,109502303,6.8438939375,2004,"['Comedy', 'Drama', 'Romance']"
Beerfest,2006-08-25,17500000,19179969,1.0959982285714285,2006,['Comedy']
Halloween,1978-10-25,300000,70000000,233.33333333333334,1978,"['Horror', 'Thriller']"
Good Boy!,2003-10-10,17000000,0,0.0,2003,"['Comedy', 'Family', 'Science Fiction']"
The Best Man Holiday,2013-11-15,17000000,71625195,4.213246764705882,2013,['Comedy']
Smokin' Aces,2006-12-09,17000000,57103895,3.3590526470588236,2006,"['Action', 'Comedy', 'Crime', 'Thriller']"
Saw: The Final Chapter,2010-10-21,20000000,136150434,6.8075217,2010,"['Horror', 'Crime']"
40 Days and 40 Nights,2002-03-01,17000000,0,0.0,2002,"['Comedy', 'Romance']"
A Night at the Roxbury,1998-10-01,17000000,30331165,1.7841861764705882,1998,['Comedy']
Beastly,2011-01-21,17000000,43165571,2.5391512352941175,2011,"['Drama', 'Fantasy', 'Romance']"
The Hills Have Eyes,2006-03-10,15000000,69623713,4.641580866666667,2006,"['Horror', 'Thriller']"
Dickie Roberts: Former Child Star,2003-09-05,0,0,0.0,2003,['Comedy']
"McFarland, USA",2015-02-20,0,45710059,0.0,2015,['Drama']
Lottery Ticket,2010-08-20,0,0,0.0,2010,['Comedy']
ATL,2006-03-31,20000000,21170563,1.05852815,2006,['Drama']
Pitch Perfect,2012-09-28,17000000,115350426,6.785319176470588,2012,"['Comedy', 'Music', 'Romance']"
Summer Catch,2001-08-22,34000000,19693891,0.5792320882352942,2001,"['Drama', 'Comedy', 'Romance']"
A Simple Plan,1998-12-11,0,0,0.0,1998,"['Drama', 'Crime', 'Thriller']"
They,2002-11-01,17000000,0,0.0,2002,"['Horror', 'Thriller']"
Larry the Cable Guy: Health Inspector,2006-03-24,0,0,0.0,2006,['Comedy']
The Adventures of Elmo in Grouchland,1999-10-01,0,0,0.0,1999,['Family']
Brooklyn's Finest,2009-01-16,17000000,29536299,1.7374293529411764,2009,"['Crime', 'Drama', 'Thriller']"
55 Days at Peking,1963-05-06,17000000,10000000,0.5882352941176471,1963,"['Action', 'Drama', 'History']"
Evil Dead,2013-04-05,17000000,97542952,5.737820705882353,2013,['Horror']
My Life in Ruins,2009-02-06,17000000,20455276,1.2032515294117647,2009,"['Comedy', 'Romance']"
American Dreamz,2006-03-04,17000000,7314027,0.43023688235294116,2006,"['Comedy', 'Drama', 'Family']"
Superman IV: The Quest for Peace,1987-07-23,17000000,19300000,1.1352941176470588,1987,"['Action', 'Adventure', 'Science Fiction']"
How She Move,2008-01-25,0,0,0.0,2008,['Drama']
Running Scared,2006-01-06,17000000,9500000,0.5588235294117647,2006,"['Action', 'Crime', 'Drama', 'Thriller']"
Bobby Jones: Stroke of Genius,2004-04-30,0,0,0.0,2004,['Drama']
Shanghai Surprise,1986-08-29,17000000,0,0.0,1986,['Adventure']
The Illusionist,2006-08-18,40000000,86915017,2.172875425,2006,"['Fantasy', 'Drama', 'Thriller', 'Romance']"
Roar,1981-11-12,17000000,2000000,0.11764705882352941,1981,"['Adventure', 'Thriller']"
Veronica Guerin,2003-07-11,17000000,1569918,0.09234811764705882,2003,"['Drama', 'Crime', 'Thriller']"
Escobar: Paradise Lost,2014-10-11,17000000,3758328,0.2210781176470588,2014,"['Thriller', 'Romance']"
Southland Tales,2006-05-15,17000000,374743,0.02204370588235294,2006,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Thriller']"
Dragon Hunters,2008-03-19,15000000,0,0.0,2008,"['Animation', 'Family']"
Damnation Alley,1977-09-10,17000000,8720000,0.5129411764705882,1977,"['Action', 'Adventure', 'Science Fiction']"
The Apparition,2012-08-23,17000000,9627492,0.5663230588235294,2012,"['Horror', 'Thriller']"
My Girl,1991-11-27,16500000,0,0.0,1991,"['Comedy', 'Drama', 'Family']"
Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,16800000,2281089,0.13577910714285715,2006,"['Drama', 'Mystery', 'Romance']"
Wall Street,1987-12-10,15000000,43848069,2.9232046,1987,"['Crime', 'Drama']"
Sense and Sensibility,1995-12-13,16500000,135000000,8.181818181818182,1995,"['Drama', 'Romance']"
Becoming Jane,2007-03-02,16500000,37311672,2.2613134545454545,2007,"['Drama', 'Romance']"
Sydney White,2007-09-21,16500000,13620075,0.8254590909090909,2007,['Comedy']
House of Sand and Fog,2003-12-19,16500000,16942795,1.0268360606060607,2003,['Drama']
Dead Poets Society,1989-06-02,16400000,235860116,14.381714390243902,1989,['Drama']
